zcta,year,month,day_of_month,hour_of_day,day_of_year,week_of_year,day_of_week,is_weekend,is_holiday,Call_counts
94102,2017,11,5,0,309,44,6,True,False,1.195554164611004
94102,2017,11,5,1,309,44,6,True,False,1.2292829242819192
94102,2017,11,5,2,309,44,6,True,False,1.2639632336714612
94102,2017,11,5,3,309,44,6,True,False,1.2996219377296507
94102,2017,11,5,4,309,44,6,True,False,1.3362866387513692
94102,2017,11,5,5,309,44,6,True,False,1.3739857177425459
94102,2017,11,5,6,309,44,6,True,False,1.4127483563889403
94102,2017,11,5,7,309,44,6,True,False,1.452604559644798
94102,2017,11,5,8,309,44,6,True,False,1.4935851789587515
94102,2017,11,5,9,309,44,6,True,False,1.5357219361549912
94102,2017,11,5,10,309,44,6,True,False,1.5790474479880565
94102,2017,11,5,11,309,44,6,True,False,1.623595251390582
94102,2017,11,5,12,309,44,6,True,False,1.6693998294331085
94102,2017,11,5,13,309,44,6,True,False,1.716496638016379
94102,2017,11,5,14,309,44,6,True,False,1.7649221333166494
94102,2017,11,5,15,309,44,6,True,False,1.814713800005307
94102,2017,11,5,16,309,44,6,True,False,1.865910180264488
94102,2017,11,5,17,309,44,6,True,False,1.9185509036215367
94102,2017,11,5,18,309,44,6,True,False,1.972676717624889
94102,2017,11,5,19,309,44,6,True,False,2.028329519385509
94102,2017,11,5,20,309,44,6,True,False,2.0855523880081424
94102,2017,11,5,21,309,44,6,True,False,2.14438961793754
94102,2017,11,5,22,309,44,6,True,False,2.2048867532452947
94102,2017,11,5,23,309,44,6,True,False,2.2670906228842687
94102,2017,11,6,0,310,45,0,False,False,1.1400740672805592
94102,2017,11,6,1,310,45,0,False,False,1.1722376323958716
94102,2017,11,6,2,310,45,0,False,False,1.2053085902417235
94102,2017,11,6,3,310,45,0,False,False,1.2393125400191067
94102,2017,11,6,4,310,45,0,False,False,1.2742758031290276
94102,2017,11,6,5,310,45,0,False,False,1.3102254435471896
94102,2017,11,6,6,310,45,0,False,False,1.3471892887733075
94102,2017,11,6,7,310,45,0,False,False,1.3851959513715268
94102,2017,11,6,8,310,45,0,False,False,1.4242748511185213
94102,2017,11,6,9,310,45,0,False,False,1.4644562377764487
94102,2017,11,6,10,310,45,0,False,False,1.5057712145082693
94102,2017,11,6,11,310,45,0,False,False,1.5482517619538605
94102,2017,11,6,12,310,45,0,False,False,1.5919307629851556
94102,2017,11,6,13,310,45,0,False,False,1.6368420281597733
94102,2017,11,6,14,310,45,0,False,False,1.68302032189272
94102,2017,11,6,15,310,45,0,False,False,1.730501389366468
94102,2017,11,6,16,310,45,0,False,False,1.7793219842000931
94102,2017,11,6,17,310,45,0,False,False,1.8295198968992539
94102,2017,11,6,18,310,45,0,False,False,1.8811339841085528
94102,2017,11,6,19,310,45,0,False,False,1.9342041986892808
94102,2017,11,6,20,310,45,0,False,False,1.988771620645686
94102,2017,11,6,21,310,45,0,False,False,2.044878488923758
94102,2017,11,6,22,310,45,0,False,False,2.102568234106968
94102,2017,11,6,23,310,45,0,False,False,2.161885512034705
94102,2017,11,7,0,311,45,1,False,False,1.1458670919485434
94102,2017,11,7,1,311,45,1,False,False,1.1781940888368176
94102,2017,11,7,2,311,45,1,False,False,1.2114330891634988
94102,2017,11,7,3,311,45,1,False,False,1.2456098222060423
94102,2017,11,7,4,311,45,1,False,False,1.2807507431116116
94102,2017,11,7,5,311,45,1,False,False,1.3168830533752902
94102,2017,11,7,6,311,45,1,False,False,1.3540347218958446
94102,2017,11,7,7,311,45,1,False,False,1.3922345066255974
94102,2017,11,7,8,311,45,1,False,False,1.431511976831064
94102,2017,11,7,9,311,45,1,False,False,1.4718975359816249
94102,2017,11,7,10,311,45,1,False,False,1.5134224452838225
94102,2017,11,7,11,311,45,1,False,False,1.5561188478798154
94102,2017,11,7,12,311,45,1,False,False,1.6000197937283016
94102,2017,11,7,13,311,45,1,False,False,1.6451592651874878
94102,2017,11,7,14,311,45,1,False,False,1.6915722033197749
94102,2017,11,7,15,311,45,1,False,False,1.7392945349385742
94102,2017,11,7,16,311,45,1,False,False,1.7883632004180403
94102,2017,11,7,17,311,45,1,False,False,1.8388161822876112
94102,2017,11,7,18,311,45,1,False,False,1.89069253463301
94102,2017,11,7,19,311,45,1,False,False,1.94403241332682
94102,2017,11,7,20,311,45,1,False,False,1.998877107111902
94102,2017,11,7,21,311,45,1,False,False,2.0552690695617533
94102,2017,11,7,22,311,45,1,False,False,2.113251951942385
94102,2017,11,7,23,311,45,1,False,False,2.1728706370015844
94102,2017,11,8,0,312,45,2,False,False,1.1516895525415842
94102,2017,11,8,1,312,45,2,False,False,1.1841808116438586
94102,2017,11,8,2,312,45,2,False,False,1.217588708320661
94102,2017,11,8,3,312,45,2,False,False,1.251939102586864
94102,2017,11,8,4,312,45,2,False,False,1.287258584015389
94102,2017,11,8,5,312,45,2,False,False,1.323574492319472
94102,2017,11,8,6,312,45,2,False,False,1.360914938515419
94102,2017,11,8,7,312,45,2,False,False,1.3993088266824851
94102,2017,11,8,8,312,45,2,False,False,1.4387858763366266
94102,2017,11,8,9,312,45,2,False,False,1.4793766454354738
94102,2017,11,8,10,312,45,2,False,False,1.521112554032215
94102,2017,11,8,11,312,45,2,False,False,1.5640259085970063
94102,2017,11,8,12,312,45,2,False,False,1.6081499270243251
94102,2017,11,8,13,312,45,2,False,False,1.6535187643459297
94102,2017,11,8,14,312,45,2,False,False,1.7001675391692093
94102,2017,11,8,15,312,45,2,False,False,1.7481323608614308
94102,2017,11,8,16,312,45,2,False,False,1.7974503575007799
94102,2017,11,8,17,312,45,2,False,False,1.8481597046161993
94102,2017,11,8,18,312,45,2,False,False,1.9002996547377833
94102,2017,11,8,19,312,45,2,False,False,1.953910567780965
94102,2017,11,8,20,312,45,2,False,False,2.009033942287873
94102,2017,11,8,21,312,45,2,False,False,2.0657124475500934
94102,2017,11,8,22,312,45,2,False,False,2.123989956637526
94102,2017,11,8,23,312,45,2,False,False,2.1839115803593376
94102,2017,11,9,0,313,45,3,False,False,1.1575415986315782
94102,2017,11,9,1,313,45,3,False,False,1.1901979546085864
94102,2017,11,9,2,313,45,3,False,False,1.223775605843543
94102,2017,11,9,3,313,45,3,False,False,1.2583005437530497
94102,2017,11,9,4,313,45,3,False,False,1.2937994930188388
94102,2017,11,9,5,313,45,3,False,False,1.3302999322746236
94102,2017,11,9,6,313,45,3,False,False,1.3678301153763863
94102,2017,11,9,7,313,45,3,False,False,1.406419093272826
94102,2017,11,9,8,313,45,3,False,False,1.446096736492797
94102,2017,11,9,9,313,45,3,False,False,1.486893758267177
94102,2017,11,9,10,313,45,3,False,False,1.528841738302942
94102,2017,11,9,11,313,45,3,False,False,1.5719731472281597
94102,2017,11,9,12,313,45,3,False,False,1.6163213717264135
94102,2017,11,9,13,313,45,3,False,False,1.6619207403804157
94102,2017,11,9,14,313,45,3,False,False,1.7088065502446965
94102,2017,11,9,15,313,45,3,False,False,1.7570150941679845
94102,2017,11,9,16,313,45,3,False,False,1.8065836888862712
94102,2017,11,9,17,313,45,3,False,False,1.857550703908687
94102,2017,11,9,18,313,45,3,False,False,1.909955591218047
94102,2017,11,9,19,313,45,3,False,False,1.9638389158094303
94102,2017,11,9,20,313,45,3,False,False,2.019242387090281
94102,2017,11,9,21,313,45,3,False,False,2.076208891166396
94102,2017,11,9,22,313,45,3,False,False,2.134782524038608
94102,2017,11,9,23,313,45,3,False,False,2.195008625736306
94102,2017,11,10,0,314,45,4,False,True,1.1590514908191205
94102,2017,11,10,1,314,45,4,False,True,1.1917504436037265
94102,2017,11,10,2,314,45,4,False,True,1.225371893379777
94102,2017,11,10,3,314,45,4,False,True,1.259941865466964
94102,2017,11,10,4,314,45,4,False,True,1.295487119406577
94102,2017,11,10,5,314,45,4,False,True,1.3320351696753392
94102,2017,11,10,6,314,45,4,False,True,1.3696143069834381
94102,2017,11,10,7,314,45,4,False,True,1.4082536201735036
94102,2017,11,10,8,314,45,4,False,True,1.4479830187373766
94102,2017,11,10,9,314,45,4,False,True,1.4888332559681385
94102,2017,11,10,10,314,45,4,False,True,1.5308359527651965
94102,2017,11,10,11,314,45,4,False,True,1.5740236221111636
94102,2017,11,10,12,314,45,4,False,True,1.6184296942390668
94102,2017,11,10,13,314,45,4,False,True,1.6640885425096708
94102,2017,11,10,14,314,45,4,False,True,1.7110355100188297
94102,2017,11,10,15,314,45,4,False,True,1.7593069369555046
94102,2017,11,10,16,314,45,4,False,True,1.8089401887314738
94102,2017,11,10,17,314,45,4,False,True,1.8599736849048871
94102,2017,11,10,18,314,45,4,False,True,1.9124469289195536
94102,2017,11,10,19,314,45,4,False,True,1.9664005386833534
94102,2017,11,10,20,314,45,4,False,True,2.0218762780093
94102,2017,11,10,21,314,45,4,False,True,2.078917088943637
94102,2017,11,10,22,314,45,4,False,True,2.137567125005829
94102,2017,11,10,23,314,45,4,False,True,2.1978717853665994
94102,2017,11,11,0,315,45,5,True,False,1.1757308707519363
94102,2017,11,11,1,315,45,5,True,False,1.2089003792117816
94102,2017,11,11,2,315,45,5,True,False,1.243005659895388
94102,2017,11,11,3,315,45,5,True,False,1.2780731126409204
94102,2017,11,11,4,315,45,5,True,False,1.3141298820739893
94102,2017,11,11,5,315,45,5,True,False,1.3512038786195693
94102,2017,11,11,6,315,45,5,True,False,1.3893238001065198
94102,2017,11,11,7,315,45,5,True,False,1.4285191539817017
94102,2017,11,11,8,315,45,5,True,False,1.4688202801507741
94102,2017,11,11,9,315,45,5,True,False,1.5102583744633953
94102,2017,11,11,10,315,45,5,True,False,1.5528655128608742
94102,2017,11,11,11,315,45,5,True,False,1.5966746762052877
94102,2017,11,11,12,315,45,5,True,False,1.6417197758088569
94102,2017,11,11,13,315,45,5,True,False,1.688035679683662
94102,2017,11,11,14,315,45,5,True,False,1.7356582395318856
94102,2017,11,11,15,315,45,5,True,False,1.7846243184975283
94102,2017,11,11,16,315,45,5,True,False,1.8349718197009215
94102,2017,11,11,17,315,45,5,True,False,1.8867397155785057
94102,2017,11,11,18,315,45,5,True,False,1.9399680780500834
94102,2017,11,11,19,315,45,5,True,False,1.9946981095372713
94102,2017,11,11,20,315,45,5,True,False,2.0509721748570158
94102,2017,11,11,21,315,45,5,True,False,2.1088338340149098
94102,2017,11,11,22,315,45,5,True,False,2.1683278759235227
94102,2017,11,11,23,315,45,5,True,False,2.2295003530722823
94102,2017,11,12,0,316,45,6,True,False,1.1817050772817126
94102,2017,11,12,1,316,45,6,True,False,1.21504312898471
94102,2017,11,12,2,316,45,6,True,False,1.2493217078232157
94102,2017,11,12,3,316,45,6,True,False,1.2845673477801132
94102,2017,11,12,4,316,45,6,True,False,1.3208073314101962
94102,2017,11,12,5,316,45,6,True,False,1.3580697109588573
94102,2017,11,12,6,316,45,6,True,False,1.3963833300763857
94102,2017,11,12,7,316,45,6,True,False,1.43577784614496
94102,2017,11,12,8,316,45,6,True,False,1.4762837532355053
94102,2017,11,12,9,316,45,6,True,False,1.5179324057122288
94102,2017,11,12,10,316,45,6,True,False,1.560756042502972
94102,2017,11,12,11,316,45,6,True,False,1.604787812054492
94102,2017,11,12,12,316,45,6,True,False,1.6500617979915588
94102,2017,11,12,13,316,45,6,True,False,1.6966130455000514
94102,2017,11,12,14,316,45,6,True,False,1.7444775884543475
94102,2017,11,12,15,316,45,6,True,False,1.793692477310052
94102,2017,11,12,16,316,45,6,True,False,1.8442958077835017
94102,2017,11,12,17,316,45,6,True,False,1.8963267503406265
94102,2017,11,12,18,316,45,6,True,False,1.9498255805174909
94102,2017,11,12,19,316,45,6,True,False,2.004833710096359
94102,2017,11,12,20,316,45,6,True,False,2.0613937191612695
94102,2017,11,12,21,316,45,6,True,False,2.1195493890579846
94102,2017,11,12,22,316,45,6,True,False,2.1793457362836524
94102,2017,11,12,23,316,45,6,True,False,2.240829047332853
94102,2017,11,13,0,317,46,0,False,False,1.126867651555542
94102,2017,11,13,1,317,46,0,False,False,1.158658639638974
94102,2017,11,13,2,317,46,0,False,False,1.191346509376543
94102,2017,11,13,3,317,46,0,False,False,1.2249565634326387
94102,2017,11,13,4,317,46,0,False,False,1.259514818305828
94102,2017,11,13,5,317,46,0,False,False,1.2950480244675213
94102,2017,11,13,6,317,46,0,False,False,1.331583687068614
94102,2017,11,13,7,317,46,0,False,False,1.369150087230385
94102,2017,11,13,8,317,46,0,False,False,1.4077763039360345
94102,2017,11,13,9,317,46,0,False,False,1.4474922365398426
94102,2017,11,13,10,317,46,0,False,False,1.4883286279112478
94102,2017,11,13,11,317,46,0,False,False,1.530317088232069
94102,2017,11,13,12,317,46,0,False,False,1.5734901194648852
94102,2017,11,13,13,317,46,0,False,False,1.6178811405118145
94102,2017,11,13,14,317,46,0,False,False,1.6635245130830478
94102,2017,11,13,15,317,46,0,False,False,1.7104555682952052
94102,2017,11,13,16,317,46,0,False,False,1.7587106340199596
94102,2017,11,13,17,317,46,0,False,False,1.8083270630044574
94102,2017,11,13,18,317,46,0,False,False,1.8593432617848238
94102,2017,11,13,19,317,46,0,False,False,1.9117987204154925
94102,2017,11,13,20,317,46,0,False,False,1.9657340430372312
94102,2017,11,13,21,317,46,0,False,False,2.0211909793075726
94102,2017,11,13,22,317,46,0,False,False,2.078212456717815
94102,2017,11,13,23,317,46,0,False,False,2.1368426138220267
94102,2017,11,14,0,318,46,1,False,False,1.1325935708535624
94102,2017,11,14,1,318,46,1,False,False,1.1645460975452937
94102,2017,11,14,2,318,46,1,False,False,1.197400063189408
94102,2017,11,14,3,318,46,1,False,False,1.2311808990199753
94102,2017,11,14,4,318,46,1,False,False,1.265914753732428
94102,2017,11,14,5,318,46,1,False,False,1.3016285137245565
94102,2017,11,14,6,318,46,1,False,False,1.3383498239083664
94102,2017,11,14,7,318,46,1,False,False,1.3761071091091626
94102,2017,11,14,8,318,46,1,False,False,1.4149295960683235
94102,2017,11,14,9,318,46,1,False,False,1.454847336066834
94102,2017,11,14,10,318,46,1,False,False,1.495891228186967
94102,2017,11,14,11,318,46,1,False,False,1.5380930432304243
94102,2017,11,14,12,318,46,1,False,False,1.5814854483110468
94102,2017,11,14,13,318,46,1,False,False,1.6261020321414321
94102,2017,11,14,14,318,46,1,False,False,1.6719773310329138
94102,2017,11,14,15,318,46,1,False,False,1.719146855629071
94102,2017,11,14,16,318,46,1,False,False,1.7676471183933173
94102,2017,11,14,17,318,46,1,False,False,1.8175156618722095
94102,2017,11,14,18,318,46,1,False,False,1.8687910877558693
94102,2017,11,14,19,318,46,1,False,False,1.921513086758378
94102,2017,11,14,20,318,46,1,False,False,1.975722469341123
94102,2017,11,14,21,318,46,1,False,False,2.031461197302939
94102,2017,11,14,22,318,46,1,False,False,2.088772416261316
94102,2017,11,14,23,318,46,1,False,False,2.147700489050254
94102,2017,11,15,0,319,46,2,False,False,1.1383485850961064
94102,2017,11,15,1,319,46,2,False,False,1.170463471217494
94102,2017,11,15,2,319,46,2,False,False,1.203484376746375
94102,2017,11,15,3,319,46,2,False,False,1.237436862139798
94102,2017,11,15,4,319,46,2,False,False,1.272347208961788
94102,2017,11,15,5,319,46,2,False,False,1.3082424402271948
94102,2017,11,15,6,319,46,2,False,False,1.345150341319298
94102,2017,11,15,7,319,46,2,False,False,1.3830994814976274
94102,2017,11,15,8,319,46,2,False,False,1.4221192360125385
94102,2017,11,15,9,319,46,2,False,False,1.462239808843703
94102,2017,11,15,10,319,46,2,False,False,1.5034922560799864
94102,2017,11,15,11,319,46,2,False,False,1.5459085099591272
94102,2017,11,15,12,319,46,2,False,False,1.589521403585406
94102,2017,11,15,13,319,46,2,False,False,1.6343646963447533
94102,2017,11,15,14,319,46,2,False,False,1.680473100036841
94102,2017,11,15,15,319,46,2,False,False,1.727882305744432
94102,2017,11,15,16,319,46,2,False,False,1.7766290114606413
94102,2017,11,15,17,319,46,2,False,False,1.826750950495858
94102,2017,11,15,18,319,46,2,False,False,1.878286920685831
94102,2017,11,15,19,319,46,2,False,False,1.9312768144238943
94102,2017,11,15,20,319,46,2,False,False,1.985761649540427
94102,2017,11,15,21,319,46,2,False,False,2.041783601053512
94102,2017,11,15,22,319,46,2,False,False,2.0993860338151906
94102,2017,11,15,23,319,46,2,False,False,2.1586135360790197
94102,2017,11,16,0,320,46,3,False,False,1.1441328421224395
94102,2017,11,16,1,320,46,3,False,False,1.176410912665655
94102,2017,11,16,2,320,46,3,False,False,1.2095996063460057
94102,2017,11,16,3,320,46,3,False,False,1.2437246135001347
94102,2017,11,16,4,320,46,3,False,False,1.2788123492358028
94102,2017,11,16,5,320,46,3,False,False,1.3148899738791056
94102,2017,11,16,6,320,46,3,False,False,1.3519854139983698
94102,2017,11,16,7,320,46,3,False,False,1.3901273840212598
94102,2017,11,16,8,320,46,3,False,False,1.4293454084617225
94102,2017,11,16,9,320,46,3,False,False,1.4696698447740186
94102,2017,11,16,10,320,46,3,False,False,1.5111319068514009
94102,2017,11,16,11,320,46,3,False,False,1.5537636891879432
94102,2017,11,16,12,320,46,3,False,False,1.5975981917218092
94102,2017,11,16,13,320,46,3,False,False,1.6426693453794994
94102,2017,11,16,14,320,46,3,False,False,1.6890120383407272
94102,2017,11,16,15,320,46,3,False,False,1.7366621430443
94102,2017,11,16,16,320,46,3,False,False,1.7856565439557608
94102,2017,11,16,17,320,46,3,False,False,1.8360331661186533
94102,2017,11,16,18,320,46,3,False,False,1.8878310045110236
94102,2017,11,16,19,320,46,3,False,False,1.9410901542302441
94102,2017,11,16,20,320,46,3,False,False,1.995851841529384
94102,2017,11,16,21,320,46,3,False,False,2.0521584557291983
94102,2017,11,16,22,320,46,3,False,False,2.110053582030271
94102,2017,11,16,23,320,46,3,False,False,2.169582035251133
94102,2017,11,17,0,321,46,4,False,False,1.1499464905230874
94102,2017,11,17,1,321,46,4,False,False,1.1823885746723117
94102,2017,11,17,2,321,46,4,False,False,1.2157459090811082
94102,2017,11,17,3,321,46,4,False,False,1.2500443146256688
94102,2017,11,17,4,321,46,4,False,False,1.28531034063606
94102,2017,11,17,5,321,46,4,False,False,1.3215712854473405
94102,2017,11,17,6,321,46,4,False,False,1.3588552175302833
94102,2017,11,17,7,321,46,4,False,False,1.3971909972183252
94102,2017,11,17,8,321,46,4,False,False,1.4366082990474536
94102,2017,11,17,9,321,46,4,False,False,1.4771376347263645
94102,2017,11,17,10,321,46,4,False,False,1.518810376754544
94102,2017,11,17,11,321,46,4,False,False,1.5616587827068702
94102,2017,11,17,12,321,46,4,False,False,1.6057160202031173
94102,2017,11,17,13,321,46,4,False,False,1.651016192582
94102,2017,11,17,14,321,46,4,False,False,1.6975943652995087
94102,2017,11,17,15,321,46,4,False,False,1.7454865930720134
94102,2017,11,17,16,321,46,4,False,False,1.7947299477850025
94102,2017,11,17,17,321,46,4,False,False,1.8453625471894224
94102,2017,11,17,18,321,46,4,False,False,1.8974235844073486
94102,2017,11,17,19,321,46,4,False,False,1.9509533582701877
94102,2017,11,17,20,321,46,4,False,False,2.0059933045127494
94102,2017,11,17,21,321,46,4,False,False,2.0625860278473924
94102,2017,11,17,22,321,46,4,False,False,2.1207753349428917
94102,2017,11,17,23,321,46,4,False,False,2.1806062683339924
94102,2017,11,18,0,322,46,5,True,False,1.162111412941687
94102,2017,11,18,1,322,46,5,True,False,1.1948966917004218
94102,2017,11,18,2,322,46,5,True,False,1.2286069028635007
94102,2017,11,18,3,322,46,5,True,False,1.2632681404580477
94102,2017,11,18,4,322,46,5,True,False,1.298907234671146
94102,2017,11,18,5,322,46,5,True,False,1.3355517726183592
94102,2017,11,18,6,322,46,5,True,False,1.3732301196979884
94102,2017,11,18,7,322,46,5,True,False,1.4119714415478655
94102,2017,11,18,8,322,46,5,True,False,1.4518057266215654
94102,2017,11,18,9,322,46,5,True,False,1.4927638094015585
94102,2017,11,18,10,322,46,5,True,False,1.5348773942671403
94102,2017,11,18,11,322,46,5,True,False,1.578179080035933
94102,2017,11,18,12,322,46,5,True,False,1.6227023851975337
94102,2017,11,18,13,322,46,5,True,False,1.6684817738591566
94102,2017,11,18,14,322,46,5,True,False,1.715552682423227
94102,2017,11,18,15,322,46,5,True,False,1.7639515470176255
94102,2017,11,18,16,322,46,5,True,False,1.8137158316996624
94102,2017,11,18,17,322,46,5,True,False,1.864884057455989
94102,2017,11,18,18,322,46,5,True,False,1.9174958320203983
94102,2017,11,18,19,322,46,5,True,False,1.9715918805329649
94102,2017,11,18,20,322,46,5,True,False,2.027214077064112
94102,2017,11,18,21,322,46,5,True,False,2.0844054770280565
94102,2017,11,18,22,322,46,5,True,False,2.1432103505105506
94102,2017,11,18,23,322,46,5,True,False,2.203674216537155
94102,2017,11,19,0,323,46,6,True,False,1.1680164153229577
94102,2017,11,19,1,323,46,6,True,False,1.2009682849498184
94102,2017,11,19,2,323,46,6,True,False,1.234849786812717
94102,2017,11,19,3,323,46,6,True,False,1.2696871475295863
94102,2017,11,19,4,323,46,6,True,False,1.3055073336189462
94102,2017,11,19,5,323,46,6,True,False,1.3423380723739553
94102,2017,11,19,6,323,46,6,True,False,1.3802078733251755
94102,2017,11,19,7,323,46,6,True,False,1.4191460503089317
94102,2017,11,19,8,323,46,6,True,False,1.4591827441582421
94102,2017,11,19,9,323,46,6,True,False,1.5003489460339214
94102,2017,11,19,10,323,46,6,True,False,1.542676521413791
94102,2017,11,19,11,323,46,6,True,False,1.5861982347588817
94102,2017,11,19,12,323,46,6,True,False,1.6309477748753014
94102,2017,11,19,13,323,46,6,True,False,1.6769597809917132
94102,2017,11,19,14,323,46,6,True,False,1.7242698695724876
94102,2017,11,19,15,323,46,6,True,False,1.772914661887325
94102,2017,11,19,16,323,46,6,True,False,1.822931812358543
94102,2017,11,19,17,323,46,6,True,False,1.8743600377083438
94102,2017,11,19,18,323,46,6,True,False,1.9272391469281276
94102,2017,11,19,19,323,46,6,True,False,1.9816100720934202
94102,2017,11,19,20,323,46,6,True,False,2.037514900048121
94102,2017,11,19,21,323,46,6,True,False,2.0949969049826516
94102,2017,11,19,22,323,46,6,True,False,2.1541005819310417
94102,2017,11,19,23,323,46,6,True,False,2.214871681213332
94102,2017,11,20,0,324,47,0,False,False,1.1138142166072194
94102,2017,11,20,1,324,47,0,False,False,1.1452369435250056
94102,2017,11,20,2,324,47,0,False,False,1.1775461627789712
94102,2017,11,20,3,324,47,0,False,False,1.2107668839319303
94102,2017,11,20,4,324,47,0,False,False,1.2449248221119462
94102,2017,11,20,5,324,47,0,False,False,1.280046417917715
94102,2017,11,20,6,324,47,0,False,False,1.316158857885343
94102,2017,11,20,7,324,47,0,False,False,1.3532900955326186
94102,2017,11,20,8,324,47,0,False,False,1.3914688729969598
94102,2017,11,20,9,324,47,0,False,False,1.430724743283831
94102,2017,11,20,10,324,47,0,False,False,1.4710880931427257
94102,2017,11,20,11,324,47,0,False,False,1.512590166588725
94102,2017,11,20,12,324,47,0,False,False,1.5552630890874397
94102,2017,11,20,13,324,47,0,False,False,1.5991398924223548
94102,2017,11,20,14,324,47,0,False,False,1.6442545402637068
94102,2017,11,20,15,324,47,0,False,False,1.6906419544587292
94102,2017,11,20,16,324,47,0,False,False,1.738338042063475
94102,2017,11,20,17,324,47,0,False,False,1.7873797231374944
94102,2017,11,20,18,324,47,0,False,False,1.8378049593224122
94102,2017,11,20,19,324,47,0,False,False,1.8896527832268781
94102,2017,11,20,20,324,47,0,False,False,1.9429633286404966
94102,2017,11,20,21,324,47,0,False,False,1.9977778616001753
94102,2017,11,20,22,324,47,0,False,False,2.0541388123327686
94102,2017,11,20,23,324,47,0,False,False,2.1120898080991664
94102,2017,11,21,0,325,47,1,False,False,1.1194738078719602
94102,2017,11,21,1,325,47,1,False,False,1.151056202163467
94102,2017,11,21,2,325,47,1,False,False,1.1835295932984644
94102,2017,11,21,3,325,47,1,False,False,1.216919117920119
94102,2017,11,21,4,325,47,1,False,False,1.2512506218220145
94102,2017,11,21,5,325,47,1,False,False,1.2865506799546795
94102,2017,11,21,6,325,47,1,False,False,1.3228466169963635
94102,2017,11,21,7,325,47,1,False,False,1.3601665285042384
94102,2017,11,21,8,325,47,1,False,False,1.3985393026622954
94102,2017,11,21,9,325,47,1,False,False,1.4379946426428127
94102,2017,11,21,10,325,47,1,False,False,1.478563089598576
94102,2017,11,21,11,325,47,1,False,False,1.5202760463039569
94102,2017,11,21,12,325,47,1,False,False,1.5631658014627452
94102,2017,11,21,13,325,47,1,False,False,1.607265554701851
94102,2017,11,21,14,325,47,1,False,False,1.6526094422701052
94102,2017,11,21,15,325,47,1,False,False,1.6992325634620915
94102,2017,11,21,16,325,47,1,False,False,1.7471710077873257
94102,2017,11,21,17,325,47,1,False,False,1.7964618829061654
94102,2017,11,21,18,325,47,1,False,False,1.8471433433536033
94102,2017,11,21,19,325,47,1,False,False,1.89925462007353
94102,2017,11,21,20,325,47,1,False,False,1.9528360507861893
94102,2017,11,21,21,325,47,1,False,False,2.0079291112123827
94102,2017,11,21,22,325,47,1,False,False,2.064576447178422
94102,2017,11,21,23,325,47,1,False,False,2.122821907627109
94102,2017,11,22,0,326,47,2,False,False,1.125162157050565
94102,2017,11,22,1,326,47,2,False,False,1.1569050300289005
94102,2017,11,22,2,326,47,2,False,False,1.1895434272466578
94102,2017,11,22,3,326,47,2,False,False,1.2231026130730858
94102,2017,11,22,4,326,47,2,False,False,1.2576085646312347
94102,2017,11,22,5,326,47,2,False,False,1.2930879919061447
94102,2017,11,22,6,326,47,2,False,False,1.3295683584201452
94102,2017,11,22,7,326,47,2,False,False,1.367077902491532
94102,2017,11,22,8,326,47,2,False,False,1.4056456590929727
94102,2017,11,22,9,326,47,2,False,False,1.4453014823265966
94102,2017,11,22,10,326,47,2,False,False,1.4860760685330465
94102,2017,11,22,11,326,47,2,False,False,1.5280009800526837
94102,2017,11,22,12,326,47,2,False,False,1.571108669656934
94102,2017,11,22,13,326,47,2,False,False,1.6154325056689915
94102,2017,11,22,14,326,47,2,False,False,1.6610067977931984
94102,2017,11,22,15,326,47,2,False,False,1.7078668236731476
94102,2017,11,22,16,326,47,2,False,False,1.7560488561989125
94102,2017,11,22,17,326,47,2,False,False,1.8055901915849093
94102,2017,11,22,18,326,47,2,False,False,1.8565291782396416
94102,2017,11,22,19,326,47,2,False,False,1.908905246450036
94102,2017,11,22,20,326,47,2,False,False,1.9627589389032019
94102,2017,11,22,21,326,47,2,False,False,2.0181319420692954
94102,2017,11,22,22,326,47,2,False,False,2.0750671184696055
94102,2017,11,22,23,326,47,2,False,False,2.1336085398552713
94102,2017,11,23,0,327,47,3,False,True,1.1266298136364499
94102,2017,11,23,1,327,47,3,False,True,1.158414091879164
94102,2017,11,23,2,327,47,3,False,True,1.191095062479193
94102,2017,11,23,3,327,47,3,False,True,1.2246980227605173
94102,2017,11,23,4,327,47,3,False,True,1.2592489837306335
94102,2017,11,23,5,327,47,3,False,True,1.2947746902149686
94102,2017,11,23,6,327,47,3,False,True,1.3313026415591505
94102,2017,11,23,7,327,47,3,False,True,1.3688611129154133
94102,2017,11,23,8,327,47,3,False,True,1.4074791771295163
94102,2017,11,23,9,327,47,3,False,True,1.4471867272451482
94102,2017,11,23,10,327,47,3,False,True,1.488014499643124
94102,2017,11,23,11,327,47,3,False,True,1.5299940978335833
94102,2017,11,23,12,327,47,3,False,True,1.5731580169192054
94102,2017,11,23,13,327,47,3,False,True,1.6175396687486783
94102,2017,11,23,14,327,47,3,False,True,1.6631734077797724
94102,2017,11,23,15,327,47,3,False,True,1.710094557672084
94102,2017,11,23,16,327,47,3,False,True,1.7583394386298858
94102,2017,11,23,17,327,47,3,False,True,1.8079453955166123
94102,2017,11,23,18,327,47,3,False,True,1.858950826762263
94102,2017,11,23,19,327,47,3,False,True,1.911395214086458
94102,2017,11,23,20,327,47,3,False,True,1.9653191530600103
