zcta,year,month,day_of_month,hour_of_day,day_of_year,week_of_year,day_of_week,is_weekend,Call_counts
94109,2017,11,13,22,317,46,0,False,1.2757811128352625
94109,2017,11,13,23,317,46,0,False,1.3116903647757154
94109,2017,11,14,0,318,46,1,False,0.6960296298521386
94109,2017,11,14,1,318,46,1,False,0.7156206890745429
94109,2017,11,14,2,318,46,1,False,0.7357631753986029
94109,2017,11,14,3,318,46,1,False,0.7564726097742063
94109,2017,11,14,4,318,46,1,False,0.7777649500174825
94109,2017,11,14,5,318,46,1,False,0.7996566031072221
94109,2017,11,14,6,318,46,1,False,0.8221644378274026
94109,2017,11,14,7,318,46,1,False,0.8453057977655609
94109,2017,11,14,8,318,46,1,False,0.8690985146770306
94109,2017,11,14,9,318,46,1,False,0.8935609222253392
94109,2017,11,14,10,318,46,1,False,0.9187118701093564
94109,2017,11,14,11,318,46,1,False,0.9445707385880759
94109,2017,11,14,12,318,46,1,False,0.9711574534142255
94109,2017,11,14,13,318,46,1,False,0.9984925011882109
94109,2017,11,14,14,318,46,1,False,1.0265969451442254
94109,2017,11,14,15,318,46,1,False,1.0554924413806894
94109,2017,11,14,16,318,46,1,False,1.0852012555475261
94109,2017,11,14,17,318,46,1,False,1.115746280003131
94109,2017,11,14,18,318,46,1,False,1.147151051454258
94109,2017,11,14,19,318,46,1,False,1.1794397690924108
94109,2017,11,14,20,318,46,1,False,1.212637313240721
94109,2017,11,14,21,318,46,1,False,1.2467692645256732
94109,2017,11,14,22,318,46,1,False,1.281861923588456
94109,2017,11,14,23,318,46,1,False,1.3179423313511278
94109,2017,11,15,0,319,46,2,False,0.699347146011584
94109,2017,11,15,1,319,46,2,False,0.7190315829477573
94109,2017,11,15,2,319,46,2,False,0.7392700752764548
94109,2017,11,15,3,319,46,2,False,0.7600782179257399
94109,2017,11,15,4,319,46,2,False,0.7814720447721719
94109,2017,11,15,5,319,46,2,False,0.8034680409958347
94109,2017,11,15,6,319,46,2,False,0.8260831557831212
94109,2017,11,15,7,319,46,2,False,0.8493348153870606
94109,2017,11,15,8,319,46,2,False,0.8732409365552537
94109,2017,11,15,9,319,46,2,False,0.8978199403357625
94109,2017,11,15,10,319,46,2,False,0.9230907662715925
94109,2017,11,15,11,319,46,2,False,0.9490728869947048
94109,2017,11,15,12,319,46,2,False,0.975786323230805
94109,2017,11,15,13,319,46,2,False,1.0032516592264695
94109,2017,11,15,14,319,46,2,False,1.0314900586104967
94109,2017,11,15,15,319,46,2,False,1.0605232807017064
94109,2017,11,15,16,319,46,2,False,1.090373697275753
94109,2017,11,15,17,319,46,2,False,1.1210643098038708
94109,2017,11,15,18,319,46,2,False,1.1526187671768382
94109,2017,11,15,19,319,46,2,False,1.1850613839278137
94109,2017,11,15,20,319,46,2,False,1.2184171589680894
94109,2017,11,15,21,319,46,2,False,1.2527117948501973
94109,2017,11,15,22,319,46,2,False,1.287971717573212
94109,2017,11,15,23,319,46,2,False,1.3242240969455081
94109,2017,11,16,0,320,46,3,False,0.7026804745919324
94109,2017,11,16,1,320,46,3,False,0.7224587343121144
94109,2017,11,16,2,320,46,3,False,0.7427936902430261
94109,2017,11,16,3,320,46,3,False,0.7637010116435112
94109,2017,11,16,4,320,46,3,False,0.7851968088130895
94109,2017,11,16,5,320,46,3,False,0.8072976455058724
94109,2017,11,16,6,320,46,3,False,0.8300205516938934
94109,2017,11,16,7,320,46,3,False,0.8533830366896863
94109,2017,11,16,8,320,46,3,False,0.8774031026382216
94109,2017,11,16,9,320,46,3,False,0.9020992583886002
94109,2017,11,16,10,320,46,3,False,0.9274905337561913
94109,2017,11,16,11,320,46,3,False,0.9535964941862051
94109,2017,11,16,12,320,46,3,False,0.9804372558299986
94109,2017,11,16,13,320,46,3,False,1.008033501045734
94109,2017,11,16,14,320,46,3,False,1.03640649433533
94109,2017,11,16,15,320,46,3,False,1.0655780987299897
94109,2017,11,16,16,320,46,3,False,1.0955707926369302
94109,2017,11,16,17,320,46,3,False,1.1264076871602944
94109,2017,11,16,18,320,46,3,False,1.1581125439095923
94109,2017,11,16,19,320,46,3,False,1.1907097933093946
94109,2017,11,16,20,320,46,3,False,1.224224553424387
94109,2017,11,16,21,320,46,3,False,1.25868264931429
94109,2017,11,16,22,320,46,3,False,1.2941106329335614
94109,2017,11,16,23,320,46,3,False,1.330535803591211
94109,2017,11,17,0,321,46,4,False,0.7060296909606103
94109,2017,11,17,1,321,46,4,False,0.7259022206563986
94109,2017,11,17,2,321,46,4,False,0.746334099968168
94109,2017,11,17,3,321,46,4,False,0.7673410728398292
94109,2017,11,17,4,321,46,4,False,0.7889393263581198
94109,2017,11,17,5,321,46,4,False,0.8111455032256896
94109,2017,11,17,6,321,46,4,False,0.8339767145852655
94109,2017,11,17,7,321,46,4,False,0.8574505532047751
94109,2017,11,17,8,321,46,4,False,0.8815851070335925
94109,2017,11,17,9,321,46,4,False,0.9063989731403469
94109,2017,11,17,10,321,46,4,False,0.9319112720430407
94109,2017,11,17,11,321,46,4,False,0.9581416624425125
94109,2017,11,17,12,321,46,4,False,0.9851103563706027
94109,2017,11,17,13,321,46,4,False,1.0128381347646924
94109,2017,11,17,14,321,46,4,False,1.0413463634806166
94109,2017,11,17,15,321,46,4,False,1.0706570097562904
94109,2017,11,17,16,321,46,4,False,1.1007926591387367
94109,2017,11,17,17,321,46,4,False,1.1317765328875544
94109,2017,11,17,18,321,46,4,False,1.163632505868242
94109,2017,11,17,19,321,46,4,False,1.19638512494916
94109,2017,11,17,20,321,46,4,False,1.2300596279163136
94109,2017,11,17,21,321,46,4,False,1.264681962920524
94109,2017,11,17,22,321,46,4,False,1.3002788084719785
94109,2017,11,17,23,321,46,4,False,1.3368775939975652
94109,2017,11,18,0,322,46,5,True,0.7142301142694422
94109,2017,11,18,1,322,46,5,True,0.734333460257816
94109,2017,11,18,2,322,46,5,True,0.755002652619584
94109,2017,11,18,3,322,46,5,True,0.776253618162078
94109,2017,11,18,4,322,46,5,True,0.7981027319824906
94109,2017,11,18,5,322,46,5,True,0.8205668300858333
94109,2017,11,18,6,322,46,5,True,0.843663222358052
94109,2017,11,18,7,322,46,5,True,0.8674097059042947
94109,2017,11,18,8,322,46,5,True,0.8918245787626088
94109,2017,11,18,9,322,46,5,True,0.9169266540036382
94109,2017,11,18,10,322,46,5,True,0.9427352742271802
94109,2017,11,18,11,322,46,5,True,0.9692703264667779
94109,2017,11,18,12,322,46,5,True,0.996552257513828
94109,2017,11,18,13,322,46,5,True,1.024602089673016
94109,2017,11,18,14,322,46,5,True,1.0534414369612164
94109,2017,11,18,15,322,46,5,True,1.0830925217623422
94109,2017,11,18,16,322,46,5,True,1.1135781919509764
94109,2017,11,18,17,322,46,5,True,1.1449219384979792
94109,2017,11,18,18,322,46,5,True,1.1771479135716394
94109,2017,11,18,19,322,46,5,True,1.2102809491483157
94109,2017,11,18,20,322,46,5,True,1.24434657614691
94109,2017,11,18,21,322,46,5,True,1.2793710441019148
94109,2017,11,18,22,322,46,5,True,1.3153813413901994
94109,2017,11,18,23,322,46,5,True,1.3524052160271103
94109,2017,11,19,0,323,46,6,True,0.7176343801857578
94109,2017,11,19,1,323,46,6,True,0.7378335456224926
94109,2017,11,19,2,323,46,6,True,0.7586012544506895
94109,2017,11,19,3,323,46,6,True,0.7799535093903117
94109,2017,11,19,4,323,46,6,True,0.8019067635878863
94109,2017,11,19,5,323,46,6,True,0.8244779332946046
94109,2017,11,19,6,323,46,6,True,0.8476844109012712
94109,2017,11,19,7,323,46,6,True,0.871544078340147
94109,2017,11,19,8,323,46,6,True,0.8960753208640104
94109,2017,11,19,9,323,46,6,True,0.9212970412130582
94109,2017,11,19,10,323,46,6,True,0.9472286741805589
94109,2017,11,19,11,323,46,6,True,0.9738902015884843
94109,2017,11,19,12,323,46,6,True,1.0013021676846583
94109,2017,11,19,13,323,46,6,True,1.0294856949732871
94109,2017,11,19,14,323,46,6,True,1.0584625004910702
94109,2017,11,19,15,323,46,6,True,1.0882549125414307
94109,2017,11,19,16,323,46,6,True,1.1188858878997654
94109,2017,11,19,17,323,46,6,True,1.150379029502966
94109,2017,11,19,18,323,46,6,True,1.1827586046368472
94109,2017,11,19,19,323,46,6,True,1.216049563635491
94109,2017,11,19,20,323,46,6,True,1.250277559106924
94109,2017,11,19,21,323,46,6,True,1.2854689656999312
94109,2017,11,19,22,323,46,6,True,1.3216509004272505
94109,2017,11,19,23,323,46,6,True,1.3588512435607962
94109,2017,11,20,0,324,47,0,False,0.6841428948816548
94109,2017,11,20,1,324,47,0,False,0.7033993796566794
94109,2017,11,20,2,324,47,0,False,0.7231978743080982
94109,2017,11,20,3,324,47,0,False,0.7435536347203334
94109,2017,11,20,4,324,47,0,False,0.7644823461832846
94109,2017,11,20,5,324,47,0,False,0.7860001354787505
94109,2017,11,20,6,324,47,0,False,0.8081235833070466
94109,2017,11,20,7,324,47,0,False,0.8308697370633936
94109,2017,11,20,8,324,47,0,False,0.8542561239739199
94109,2017,11,20,9,324,47,0,False,0.8783007646014029
94109,2017,11,20,10,324,47,0,False,0.9030221867311541
94109,2017,11,20,11,324,47,0,False,0.9284394396477482
94109,2017,11,20,12,324,47,0,False,0.9545721088135982
94109,2017,11,20,13,324,47,0,False,0.9814403309606862
94109,2017,11,20,14,324,47,0,False,1.009064809607079
94109,2017,11,20,15,324,47,0,False,1.037466831010185
94109,2017,11,20,16,324,47,0,False,1.0666682805690473
94109,2017,11,20,17,324,47,0,False,1.0966916596883067
94109,2017,11,20,18,324,47,0,False,1.1275601031168354
94109,2017,11,20,19,324,47,0,False,1.1592973967743987
94109,2017,11,20,20,324,47,0,False,1.1919279960800795
94109,2017,11,20,21,324,47,0,False,1.2254770447965937
94109,2017,11,20,22,324,47,0,False,1.2599703944050111
94109,2017,11,20,23,324,47,0,False,1.2954346240248171
94109,2017,11,21,0,325,47,1,False,0.6874037547815729
94109,2017,11,21,1,325,47,1,False,0.7067520225736923
94109,2017,11,21,2,325,47,1,False,0.7266448836473461
94109,2017,11,21,3,325,47,1,False,0.7470976666017392
94109,2017,11,21,4,325,47,1,False,0.7681261314882472
94109,2017,11,21,5,325,47,1,False,0.7897464819544471
94109,2017,11,21,6,325,47,1,False,0.8119753777299644
94109,2017,11,21,7,325,47,1,False,0.8348299474637576
94109,2017,11,21,8,325,47,1,False,0.8583278019227318
94109,2017,11,21,9,325,47,1,False,0.882487047561853
94109,2017,11,21,10,325,47,1,False,0.907326300476218
94109,2017,11,21,11,325,47,1,False,0.9328647007458313
94109,2017,11,21,12,325,47,1,False,0.9591219271841434
94109,2017,11,21,13,325,47,1,False,0.9861182125017136
94109,2017,11,21,14,325,47,1,False,1.0138743588966834
94109,2017,11,21,15,325,47,1,False,1.042411754084072
94109,2017,11,21,16,325,47,1,False,1.0717523877762467
94109,2017,11,21,17,325,47,1,False,1.1019188686272678
94109,2017,11,21,18,325,47,1,False,1.1329344416541627
94109,2017,11,21,19,325,47,1,False,1.1648230061485556
94109,2017,11,21,20,325,47,1,False,1.1976091340924526
94109,2017,11,21,21,325,47,1,False,1.231318089092374
94109,2017,11,21,22,325,47,1,False,1.2659758458464236
94109,2017,11,21,23,325,47,1,False,1.3016091101592944
94109,2017,11,22,0,326,47,2,False,0.6906801570592113
94109,2017,11,22,1,326,47,2,False,0.7101206453377936
94109,2017,11,22,2,326,47,2,False,0.7301083226164465
94109,2017,11,22,3,326,47,2,False,0.7506585905557406
94109,2017,11,22,4,326,47,2,False,0.771787284324867
94109,2017,11,22,5,326,47,2,False,0.7935106848035494
94109,2017,11,22,6,326,47,2,False,0.8158455311274041
94109,2017,11,22,7,326,47,2,False,0.8388090335864107
94109,2017,11,22,8,326,47,2,False,0.8624188868864349
94109,2017,11,22,9,326,47,2,False,0.8866932837840231
94109,2017,11,22,10,326,47,2,False,0.9116509291049721
94109,2017,11,22,11,326,47,2,False,0.9373110541574784
94109,2017,11,22,12,326,47,2,False,0.9636934315509729
94109,2017,11,22,13,326,47,2,False,0.9908183904320595
94109,2017,11,22,14,326,47,2,False,1.0187068321492974
94109,2017,11,22,15,326,47,2,False,1.0473802463588973
94109,2017,11,22,16,326,47,2,False,1.076860727583745
94109,2017,11,22,17,326,47,2,False,1.1071709922385073
94109,2017,11,22,18,326,47,2,False,1.1383343961339432
94109,2017,11,22,19,326,47,2,False,1.1703749524739047
94109,2017,11,22,20,326,47,2,False,1.2033173503588999
94109,2017,11,22,21,326,47,2,False,1.2371869738104704
94109,2017,11,22,22,326,47,2,False,1.2720099213310483
94109,2017,11,22,23,326,47,2,False,1.3078130260143594
94109,2017,11,23,0,327,47,3,False,0.6939721757948776
94109,2017,11,23,1,327,47,3,False,0.7135053241144202
94109,2017,11,23,2,327,47,3,False,0.7335882695246552
94109,2017,11,23,3,327,47,3,False,0.7542364870957545
94109,2017,11,23,4,327,47,3,False,0.7754658874727618
94109,2017,11,23,5,327,47,3,False,0.7972928291356628
94109,2017,11,23,6,327,47,3,False,0.8197341310045406
94109,2017,11,23,7,327,47,3,False,0.8428070853995249
94109,2017,11,23,8,327,47,3,False,0.8665294713655244
94109,2017,11,23,9,327,47,3,False,0.8909195683720083
94109,2017,11,23,10,327,47,3,False,0.9159961703983945
94109,2017,11,23,11,327,47,3,False,0.9417786004158966
94109,2017,11,23,12,327,47,3,False,0.9682867252769897
94109,2017,11,23,13,327,47,3,False,0.9955409710239694
94109,2017,11,23,14,327,47,3,False,1.0235623386283972
94109,2017,11,23,15,327,47,3,False,1.0523724201735631
94109,2017,11,23,16,327,47,3,False,1.0819934154924336
94109,2017,11,23,17,327,47,3,False,1.1124481492739062
94109,2017,11,23,18,327,47,3,False,1.143760088650552
94109,2017,11,23,19,327,47,3,False,1.1759533612813962
94109,2017,11,23,20,327,47,3,False,1.2090527739436754
94109,2017,11,23,21,327,47,3,False,1.2430838316478923
94109,2017,11,23,22,327,47,3,False,1.278072757290901
94109,2017,11,23,23,327,47,3,False,1.3140465118621636
94109,2017,11,24,0,328,47,4,False,0.6972798854219724
94109,2017,11,24,1,328,47,4,False,0.7169061354320404
94109,2017,11,24,2,328,47,4,False,0.7370848030544775
94109,2017,11,24,3,328,47,4,False,0.7578314371189528
94109,2017,11,24,4,328,47,4,False,0.7791620241061064
94109,2017,11,24,5,328,47,4,False,0.8010930004660551
94109,2017,11,24,6,328,47,4,False,0.8236412652836294
94109,2017,11,24,7,328,47,4,False,0.8468241933000926
94109,2017,11,24,8,328,47,4,False,0.8706596483013851
94109,2017,11,24,9,328,47,4,False,0.8951659968832031
94109,2017,11,24,10,328,47,4,False,0.920362122603522
94109,2017,11,24,11,328,47,4,False,0.9462674405334697
94109,2017,11,24,12,328,47,4,False,0.9729019122177605
94109,2017,11,24,13,328,47,4,False,1.0002860610562196
94109,2017,11,24,14,328,47,4,False,1.0284409881182488
94109,2017,11,24,15,328,47,4,False,1.057388388402419
94109,2017,11,24,16,328,47,4,False,1.0871505675537223
94109,2017,11,24,17,328,47,4,False,1.1177504590513587
94109,2017,11,24,18,328,47,4,False,1.1492116418803093
94109,2017,11,24,19,328,47,4,False,1.1815583587003051
94109,2017,11,24,20,328,47,4,False,1.2148155345261995
94109,2017,11,24,21,328,47,4,False,1.2490087959341305
94109,2017,11,24,22,328,47,4,False,1.2841644908082808
94109,2017,11,24,23,328,47,4,False,1.3203097086434443
94109,2017,11,25,0,329,47,5,True,0.7053786811219297
94109,2017,11,25,1,329,47,5,True,0.7252328869249454
94109,2017,11,25,2,329,47,5,True,0.7456459265836166
94109,2017,11,25,3,329,47,5,True,0.7666335295248126
94109,2017,11,25,4,329,47,5,True,0.7882118679096196
94109,2017,11,25,5,329,47,5,True,0.8103975690949267
94109,2017,11,25,6,329,47,5,True,0.8332077284457635
94109,2017,11,25,7,329,47,5,True,0.8566599225082687
94109,2017,11,25,8,329,47,5,True,0.8807722225534337
94109,2017,11,25,9,329,47,5,True,0.9055632085020616
94109,2017,11,25,10,329,47,5,True,0.9310519832416705
94109,2017,11,25,11,329,47,5,True,0.9572581873463715
94109,2017,11,25,12,329,47,5,True,0.9842020142110671
94109,2017,11,25,13,329,47,5,True,1.0119042256116288
94109,2017,11,25,14,329,47,5,True,1.0403861677030455
94109,2017,11,25,15,329,47,5,True,1.069669787467869
94109,2017,11,25,16,329,47,5,True,1.0997776496276328
94109,2017,11,25,17,329,47,5,True,1.1307329540302755
94109,2017,11,25,18,329,47,5,True,1.1625595535269626
94109,2017,11,25,19,329,47,5,True,1.1952819723520882
94109,2017,11,25,20,329,47,5,True,1.2289254250206143
94109,2017,11,25,21,329,47,5,True,1.2635158357573122
94109,2017,11,25,22,329,47,5,True,1.2990798584728767
94109,2017,11,25,23,329,47,5,True,1.3356448973023032
94109,2017,11,26,0,330,47,6,True,0.7087407580692104
94109,2017,11,26,1,330,47,6,True,0.7286895958329351
94109,2017,11,26,2,330,47,6,True,0.7491999310463163
94109,2017,11,26,3,330,47,6,True,0.7702875681080715
94109,2017,11,26,4,330,47,6,True,0.7919687562613588
94109,2017,11,26,5,330,47,6,True,0.8142602021147577
94109,2017,11,26,6,330,47,6,True,0.8371790825156769
94109,2017,11,26,7,330,47,6,True,0.8607430577861076
94109,2017,11,26,8,330,47,6,True,0.8849702853309225
94109,2017,11,26,9,330,47,6,True,0.909879433629206
94109,2017,11,26,10,330,47,6,True,0.9354896966193955
94109,2017,11,26,11,330,47,6,True,0.9618208084893214
94109,2017,11,26,12,330,47,6,True,0.9888930588825382
94109,2017,11,26,13,330,47,6,True,1.016727308532669
94109,2017,11,26,14,330,47,6,True,1.0453450053378046
94109,2017,11,26,15,330,47,6,True,1.0747682008873507
94109,2017,11,26,16,330,47,6,True,1.10501956745405
94109,2017,11,26,17,330,47,6,True,1.1361224154642804
94109,2017,11,26,18,330,47,6,True,1.168100711460085
94109,2017,11,26,19,330,47,6,True,1.2009790965667773
94109,2017,11,26,20,330,47,6,True,1.2347829054803545
94109,2017,11,26,21,330,47,6,True,1.2695381859893424
94109,2017,11,26,22,330,47,6,True,1.3052717190461245
94109,2017,11,26,23,330,47,6,True,1.3420110394032112
94109,2017,11,27,0,331,48,0,False,0.6756643317737622
94109,2017,11,27,1,331,48,0,False,0.6946821714899508
94109,2017,11,27,2,331,48,0,False,0.7142353039698127
94109,2017,11,27,3,331,48,0,False,0.7343387960320359
94109,2017,11,27,4,331,48,0,False,0.7550081385791758
94109,2017,11,27,5,331,48,0,False,0.7762592585342906
94109,2017,11,27,6,331,48,0,False,0.7981085311135565
94109,2017,11,27,7,331,48,0,False,0.8205727924443185
94109,2017,11,27,8,331,48,0,False,0.8436693525382982
94109,2017,11,27,9,331,48,0,False,0.86741600862996
94109,2017,11,27,10,331,48,0,False,0.8918310588903078
94109,2017,11,27,11,331,48,0,False,0.9169333165266835
94109,2017,11,27,12,331,48,0,False,0.9427421242794312
94109,2017,11,27,13,331,48,0,False,0.9692773693265956
94109,2017,11,27,14,331,48,0,False,0.9965594986081431
94109,2017,11,27,15,331,48,0,False,1.02460953458151
94109,2017,11,27,16,331,48,0,False,1.0534490914206218
94109,2017,11,27,17,331,48,0,False,1.0831003916708621
94109,2017,11,27,18,331,48,0,False,1.1135862833728305
94109,2017,11,27,19,331,48,0,False,1.1449302576680753
94109,2017,11,27,20,331,48,0,False,1.1771564669003793
94109,2017,11,27,21,331,48,0,False,1.2102897432265334
94109,2017,11,27,22,331,48,0,False,1.2443556177509507
94109,2017,11,27,23,331,48,0,False,1.2793803401988577
94109,2017,11,28,0,332,48,1,False,0.6788847799312587
94109,2017,11,28,1,332,48,1,False,0.697993265200266
94109,2017,11,28,2,332,48,1,False,0.7176395946220219
94109,2017,11,28,3,332,48,1,False,0.7378389068288441
94109,2017,11,28,4,332,48,1,False,0.758606766558248
94109,2017,11,28,5,332,48,1,False,0.7799591766464744
94109,2017,11,28,6,332,48,1,False,0.8019125903596017
94109,2017,11,28,7,332,48,1,False,0.8244839240717371
94109,2017,11,28,8,332,48,1,False,0.847690570300061
94109,2017,11,28,9,332,48,1,False,0.8715504111067666
94109,2017,11,28,10,332,48,1,False,0.8960818318782227
94109,2017,11,28,11,332,48,1,False,0.9213037354919758
94109,2017,11,28,12,332,48,1,False,0.9472355568825105
94109,2017,11,28,13,332,48,1,False,0.9738972780169897
94109,2017,11,28,14,332,48,1,False,1.0013094432925147
94109,2017,11,28,15,332,48,1,False,1.0294931753667709
94109,2017,11,28,16,332,48,1,False,1.0584701914342567
94109,2017,11,28,17,332,48,1,False,1.0882628199606363
94109,2017,11,28,18,332,48,1,False,1.1188940178881137
94109,2017,11,28,19,332,48,1,False,1.150387388325083
94109,2017,11,28,20,332,48,1,False,1.1827671987336883
94109,2017,11,28,21,332,48,1,False,1.2160583996293044
94109,2017,11,28,22,332,48,1,False,1.2502866438063536
94109,2017,11,28,23,332,48,1,False,1.2854783061052633
94109,2017,11,29,0,333,48,2,False,0.682120577850238
94109,2017,11,29,1,333,48,2,False,0.7013201407198871
94109,2017,11,29,2,333,48,2,False,0.7210601112921559
94109,2017,11,29,3,333,48,2,False,0.741355700355281
94109,2017,11,29,4,333,48,2,False,0.7622225468336599
94109,2017,11,29,5,333,48,2,False,0.7836767298385449
94109,2017,11,29,6,333,48,2,False,0.8057347810579286
94109,2017,11,29,7,333,48,2,False,0.8284136974951646
94109,2017,11,29,8,333,48,2,False,0.8517309545661408
94109,2017,11,29,9,333,48,2,False,0.875704519565098
94109,2017,11,29,10,333,48,2,False,0.9003528655094676
94109,2017,11,29,11,333,48,2,False,0.9256949853744001
94109,2017,11,29,12,333,48,2,False,0.9517504067279496
94109,2017,11,29,13,333,48,2,False,0.9785392067781944
94109,2017,11,29,14,333,48,2,False,1.006082027843885
94109,2017,11,29,15,333,48,2,False,1.0344000932605446
94109,2017,11,29,16,333,48,2,False,1.063515223734276
94109,2017,11,29,17,333,48,2,False,1.093449854155876
94109,2017,11,29,18,333,48,2,False,1.1242270508882162
94109,2017,11,29,19,333,48,2,False,1.1558705295402083
94109,2017,11,29,20,333,48,2,False,1.1884046732410516
94109,2017,11,29,21,333,48,2,False,1.221854551428843
94109,2017,11,29,22,333,48,2,False,1.2562459391680287
94109,2017,11,29,23,333,48,2,False,1.2916053370105807
94110,2017,10,31,0,304,44,1,False,0.6970427999406998
94110,2017,10,31,1,304,44,1,False,0.7166623767352822
94110,2017,10,31,2,304,44,1,False,0.7368341833120693
94110,2017,10,31,3,304,44,1,False,0.7575737632138981
94110,2017,10,31,4,304,44,1,False,0.7788970974857684
94110,2017,10,31,5,304,44,1,False,0.8008206169891611
94110,2017,10,31,6,304,44,1,False,0.8233612150629671
94110,2017,10,31,7,304,44,1,False,0.8465362605407813
94110,2017,10,31,8,304,44,1,False,0.870363611134592
94110,2017,10,31,9,304,44,1,False,0.8948616271951811
94110,2017,10,31,10,304,44,1,False,0.9200491858598349
94110,2017,10,31,11,304,44,1,False,0.9459456955982696
94110,2017,10,31,12,304,44,1,False,0.972571111167979
94110,2017,10,31,13,304,44,1,False,0.9999459489905286
94110,2017,10,31,14,304,44,1,False,1.028091302960644
94110,2017,10,31,15,304,44,1,False,1.0570288607002758
94110,2017,10,31,16,304,44,1,False,1.0867809202701666
94110,2017,10,31,17,304,44,1,False,1.117370407351794
94110,2017,10,31,18,304,44,1,False,1.1488208929129353
94110,2017,10,31,19,304,44,1,False,1.1811566113704586
94110,2017,10,31,20,304,44,1,False,1.2144024792643426
94110,2017,10,31,21,304,44,1,False,1.2485841144573107
94110,2017,10,31,22,304,44,1,False,1.283727855874875
94110,2017,10,31,23,304,44,1,False,1.3198607838010001
94110,2017,11,1,0,305,44,2,False,0.7421828757644833
94110,2017,11,1,1,305,44,2,False,0.7630730046459869
94110,2017,11,1,2,305,44,2,False,0.784551125380895
94110,2017,11,1,3,305,44,2,False,0.8066337881026046
94110,2017,11,1,4,305,44,2,False,0.8293380087790543
94110,2017,11,1,5,305,44,2,False,0.8526812823245109
94110,2017,11,1,6,305,44,2,False,0.8766815960804123
94110,2017,11,1,7,305,44,2,False,0.9013574436756533
94110,2017,11,1,8,305,44,2,False,0.9267278392769959
94110,2017,11,1,9,305,44,2,False,0.9528123322405834
94110,2017,11,1,10,305,44,2,False,0.9796310221758494
94110,2017,11,1,11,305,44,2,False,1.0072045744334288
94110,2017,11,1,12,305,44,2,False,1.0355542360290046
94110,2017,11,1,13,305,44,2,False,1.064701852015361
94110,2017,11,1,14,305,44,2,False,1.0946698823152603
94110,2017,11,1,15,305,44,2,False,1.1254814190281106
94110,2017,11,1,16,305,44,2,False,1.1571602042237632
94110,2017,11,1,17,305,44,2,False,1.18973064823715
94110,2017,11,1,18,305,44,2,False,1.2232178484778566
94110,2017,11,1,19,305,44,2,False,1.2576476087691284
94110,2017,11,1,20,305,44,2,False,1.2930464592312065
94110,2017,11,1,21,305,44,2,False,1.3294416767243185
94110,2017,11,1,22,305,44,2,False,1.3668613058670773
94110,2017,11,1,23,305,44,2,False,1.4053341806464794
94110,2017,11,2,0,306,44,3,False,0.7457203741381306
94110,2017,11,2,1,306,44,3,False,0.7667100725453626
94110,2017,11,2,2,306,44,3,False,0.7882905653770271
94110,2017,11,2,3,306,44,3,False,0.8104784816501386
94110,2017,11,2,4,306,44,3,False,0.8332909184365802
94110,2017,11,2,5,306,44,3,False,0.8567454540373862
94110,2017,11,2,6,306,44,3,False,0.8808601615278386
94110,2017,11,2,7,306,44,3,False,0.9056536226838164
94110,2017,11,2,8,306,44,3,False,0.9311449423001278
94110,2017,11,2,9,306,44,3,False,0.9573537629118587
94110,2017,11,2,10,306,44,3,False,0.9843002799300815
94110,2017,11,2,11,306,44,3,False,1.0120052572035863
94110,2017,11,2,12,306,44,3,False,1.0404900430186268
94110,2017,11,2,13,306,44,3,False,1.0697765865490083
94110,2017,11,2,14,306,44,3,False,1.0998874547691952
94110,2017,11,2,15,306,44,3,False,1.130845849843469
94110,2017,11,2,16,306,44,3,False,1.1626756270045362
94110,2017,11,2,17,306,44,3,False,1.195401312935365
94110,2017,11,2,18,306,44,3,False,1.229048124668411
94110,2017,11,2,19,306,44,3,False,1.2636419890167994
94110,2017,11,2,20,306,44,3,False,1.299209562552432
94110,2017,11,2,21,306,44,3,False,1.3357782521464165
94110,2017,11,2,22,306,44,3,False,1.3733762360876456
94110,2017,11,2,23,306,44,3,False,1.4120324857957962
94110,2017,11,3,0,307,44,4,False,0.7492747334434327
94110,2017,11,3,1,307,44,4,False,0.7703644759589344
94110,2017,11,3,2,307,44,4,False,0.7920478288279124
94110,2017,11,3,3,307,44,4,False,0.8143415003269846
94110,2017,11,3,4,307,44,4,False,0.8372626690185485
94110,2017,11,3,5,307,44,4,False,0.8608289969878554
94110,2017,11,3,6,307,44,4,False,0.8850586434526685
94110,2017,11,3,7,307,44,4,False,0.9099702787559898
94110,2017,11,3,8,307,44,4,False,0.9355830987526379
94110,2017,11,3,9,307,44,4,False,0.9619168396007644
94110,2017,11,3,10,307,44,4,False,0.9889917929697035
94110,2017,11,3,11,307,44,4,False,1.0168288216758772
94110,2017,11,3,12,307,44,4,False,1.0454493757588
94110,2017,11,3,13,307,44,4,False,1.0748755090095745
94110,2017,11,3,14,307,44,4,False,1.1051298959646128
94110,2017,11,3,15,307,44,4,False,1.136235849377676
94110,2017,11,3,16,307,44,4,False,1.1682173381836998
94110,2017,11,3,17,307,44,4,False,1.201099005968243
94110,2017,11,3,18,307,44,4,False,1.2349061899567948
94110,2017,11,3,19,307,44,4,False,1.2696649405385723
94110,2017,11,3,20,307,44,4,False,1.3054020413398497
94110,2017,11,3,21,307,44,4,False,1.3421450298622917
94110,2017,11,3,22,307,44,4,False,1.379922218702189
94110,2017,11,3,23,307,44,4,False,1.41876271736695
94110,2017,11,4,0,308,44,5,True,0.7579774410880481
